Alumni_ID,Age,Gender,Graduation_Year,Degree_Level,Major,Alumni_Status,Email_Available,Phone_Available,Wealth_Rating,Income_Bracket,Event_Attendance,Email_Open_Rate,Location,Consecutive_Giving_Years,Donation_Last_Year_2024,Total_Lifetime_Giving,Is_Donor_2025
ALM000622,52,Male,2014,Bachelor,Business,Inactive,Yes,Yes,B,$100K-$150K,1,39.57,"Nashville, USA",0,0.0,0.0,No
ALM000623,73,Female,2008,Bachelor,Computer Science,Active,Yes,Yes,Unknown,<$50K,3,42.68,"Thiruvananthapuram, India",19,201.06,3215.37,Yes
ALM000624,65,Male,2015,Bachelor,Education,Lost Contact,Yes,Yes,C+,<$50K,2,56.88,"Toronto, Canada",22,67.42,1577.21,Yes
ALM000625,68,Female,1975,Bachelor,Business,Active,Yes,Yes,D,<$50K,3,49.31,"San Jose, USA",3,78.68,264.91,Yes
ALM000626,37,Male,2023,Master,Law,Inactive,Yes,No,Unknown,$100K-$150K,1,38.42,"Edinburgh, UK",21,105.91,2412.28,No
ALM000627,30,Male,2001,PhD,Education,Lost Contact,Yes,Yes,A,$50K-$100K,1,19.16,"Singapore, Singapore",0,0.0,0.0,No
ALM000628,43,Male,2021,Bachelor,Business,Inactive,Yes,Yes,B+,$100K-$150K,2,24.01,"Hosur, India",19,181.67,4634.23,Yes
ALM000629,45,Female,1971,Bachelor,Sciences,Inactive,Yes,No,B,$100K-$150K,3,38.52,"Pollachi, India",19,1414.44,27882.37,No
ALM000630,61,Female,2024,Bachelor,Liberal Arts,Inactive,Yes,Yes,C+,$50K-$100K,1,21.58,"Brisbane, Australia",10,366.48,3882.66,Yes
ALM000631,22,Male,2000,Bachelor,Sciences,Inactive,Yes,No,B,$50K-$100K,2,31.2,"Portland, USA",23,1996.99,43586.73,Yes
ALM000632,67,Male,1988,Bachelor,Engineering,Inactive,Yes,Yes,Unknown,$100K-$150K,1,3.19,"San Diego, USA",1,45.48,48.42,Yes
ALM000633,42,Female,1978,Bachelor,Business,Active,Yes,Yes,B+,$50K-$100K,2,28.33,"Austin, USA",0,0.0,0.0,No
ALM000634,38,Male,1996,Master,Engineering,Inactive,Yes,Yes,B+,$50K-$100K,2,39.18,"Las Vegas, USA",0,0.0,0.0,Yes
ALM000635,29,Female,2010,Bachelor,Liberal Arts,Active,Yes,No,B+,$100K-$150K,2,28.95,"Los Angeles, USA",0,0.0,0.0,Yes
ALM000636,22,Female,1985,Bachelor,Law,Inactive,Yes,Yes,C+,<$50K,1,20.25,"Los Angeles, USA",16,390.13,6163.25,Yes
ALM000637,57,Female,1989,Bachelor,Liberal Arts,Active,Yes,No,A,$50K-$100K,2,48.51,"Atlanta, USA",0,0.0,0.0,Yes
ALM000638,46,Female,1980,Master,Engineering,Lost Contact,Yes,Yes,C,<$50K,2,4.9,"Jacksonville, USA",0,0.0,0.0,No
ALM000639,25,Female,1994,Bachelor,Law,Inactive,Yes,No,B,$150K-$250K,3,5.92,"Tiruppur, India",0,0.0,0.0,No
ALM000640,25,Female,1986,Bachelor,Engineering,Inactive,Yes,Yes,Unknown,$50K-$100K,1,51.83,"Austin, USA",16,111.75,1747.1,Yes
ALM000641,39,Female,2013,Bachelor,Medicine,Active,No,No,B+,$50K-$100K,1,66.51,"Raleigh, USA",0,0.0,0.0,No
ALM000642,70,Female,2001,Bachelor,Sciences,Lost Contact,Yes,Yes,A,<$50K,2,9.99,"Seoul, South Korea",6,8702.38,67193.21,Yes
ALM000643,41,Male,2014,Bachelor,Liberal Arts,Active,Yes,No,B,$50K-$100K,2,15.67,"Madurai, India",1,1961.63,1961.81,Yes
ALM000644,22,Male,1986,Professional,Liberal Arts,Inactive,Yes,Yes,B,$100K-$150K,2,11.57,"Coimbatore, India",0,0.0,0.0,Yes
ALM000645,41,Male,1986,Master,Engineering,Lost Contact,Yes,Yes,D,<$50K,3,67.26,"Ottawa, Canada",0,0.0,0.0,No
ALM000646,40,Female,1998,Master,Liberal Arts,Active,Yes,No,C+,$50K-$100K,2,9.38,"Tirunelveli, India",0,0.0,0.0,Yes
ALM000647,22,Female,1990,Master,Engineering,Inactive,Yes,Yes,C+,$100K-$150K,3,13.19,"Seoul, South Korea",0,0.0,0.0,Yes
ALM000648,44,Male,2005,Master,Liberal Arts,Active,Yes,Yes,C,>$500K,4,6.61,"San Jose, USA",0,0.0,0.0,Yes
ALM000649,41,Male,1979,Master,Business,Inactive,Yes,Yes,C,$150K-$250K,2,20.92,"Los Angeles, USA",16,479.76,9802.47,Yes
ALM000650,55,Male,2010,Bachelor,Sciences,Inactive,Yes,Yes,A+,$100K-$150K,5,29.29,"Pollachi, India",0,0.0,0.0,Yes
ALM000651,72,Female,1980,Bachelor,Education,Lost Contact,Yes,Yes,C,$50K-$100K,2,41.2,"Chennai, India",21,89.23,2786.04,Yes
ALM000652,61,Female,2015,Bachelor,Business,Active,Yes,Yes,C,$250K-$500K,1,73.37,"Philadelphia, USA",0,0.0,0.0,Yes
ALM000653,40,Female,1988,Bachelor,Liberal Arts,Inactive,No,No,B+,$50K-$100K,2,9.0,"Brisbane, Australia",19,1113.42,22198.37,Yes
ALM000654,28,Male,2015,Bachelor,Computer Science,Lost Contact,Yes,Yes,C,<$50K,4,8.74,"Bristol, UK",17,362.01,7216.11,Yes
ALM000655,83,Female,2015,Master,Engineering,Lost Contact,Yes,Yes,Unknown,$50K-$100K,1,19.75,"Las Vegas, USA",0,0.0,0.0,No
ALM000656,45,Male,1985,Bachelor,Computer Science,Active,Yes,Yes,B,$100K-$150K,2,74.74,"Guangzhou, China",0,0.0,0.0,Yes
ALM000657,45,Female,2015,Master,Business,Active,Yes,Yes,A+,<$50K,2,36.72,"Buenos Aires, Argentina",0,0.0,0.0,Yes
ALM000658,44,Male,2000,Master,Liberal Arts,Inactive,Yes,Yes,D,$50K-$100K,2,18.87,"Phoenix, USA",9,202.39,2285.34,No
ALM000659,47,Female,2018,Bachelor,Education,Inactive,Yes,Yes,B+,$100K-$150K,1,28.72,"Sydney, Australia",0,0.0,0.0,No
ALM000660,42,Male,2002,Bachelor,Education,Active,Yes,Yes,C,<$50K,0,21.62,"Karur, India",0,0.0,0.0,Yes
ALM000661,36,Male,2010,Bachelor,Business,Inactive,Yes,Yes,B,$100K-$150K,1,41.53,"Detroit, USA",0,0.0,0.0,No
ALM000662,36,Female,1997,Bachelor,Engineering,Inactive,Yes,No,D,<$50K,6,11.63,"San Francisco, USA",0,0.0,0.0,No
ALM000663,44,Male,1997,Bachelor,Law,Active,Yes,Yes,Unknown,$50K-$100K,2,51.76,"Lucknow, India",0,0.0,0.0,Yes
ALM000664,36,Male,1989,Master,Medicine,Inactive,No,No,B,$50K-$100K,4,13.61,"New York, USA",0,0.0,0.0,Yes
ALM000665,34,Female,1980,Bachelor,Liberal Arts,Inactive,Yes,Yes,Unknown,$100K-$150K,1,25.06,"Nottingham, UK",7,157.87,1163.45,No
ALM000666,46,Female,2014,Master,Engineering,Inactive,Yes,Yes,A+,$50K-$100K,0,18.38,"Nashville, USA",4,8201.94,34008.07,Yes
ALM000667,41,Male,2016,PhD,Sciences,Inactive,Yes,Yes,C+,<$50K,1,21.91,"Tiruppur, India",0,0.0,0.0,Yes
ALM000668,67,Female,1976,Bachelor,Engineering,Active,Yes,Yes,C,<$50K,3,39.94,"Charlotte, USA",0,0.0,0.0,No
ALM000669,22,Female,2023,Master,Law,Inactive,No,No,C+,$50K-$100K,0,4.09,"Phoenix, USA",0,0.0,0.0,No
ALM000670,61,Male,1994,Bachelor,Business,Lost Contact,Yes,No,C,$100K-$150K,4,56.03,"Jacksonville, USA",0,0.0,0.0,No
ALM000671,63,Male,1979,Master,Liberal Arts,Inactive,Yes,Yes,B,$250K-$500K,4,17.76,"San Jose, USA",1,735.61,552.8,Yes
ALM000672,22,Male,1997,Bachelor,Business,Inactive,Yes,Yes,A,$100K-$150K,0,20.17,"Berlin, Germany",0,0.0,0.0,Yes
ALM000673,39,Female,1977,Master,Business,Inactive,Yes,No,D,$100K-$150K,1,24.13,"Hamburg, Germany",1,197.48,201.09,No
ALM000674,39,Male,1976,Bachelor,Sciences,Active,Yes,No,B,$50K-$100K,1,33.79,"Vadodara, India",0,0.0,0.0,No
ALM000675,23,Male,2024,PhD,Business,Active,Yes,Yes,B+,>$500K,2,39.54,"Seattle, USA",0,0.0,0.0,No
ALM000676,33,Female,2003,Bachelor,Computer Science,Lost Contact,Yes,Yes,B+,<$50K,1,31.61,"Los Angeles, USA",11,1885.59,22690.68,Yes
ALM000677,28,Female,1991,Bachelor,Sciences,Inactive,Yes,No,D,$100K-$150K,1,56.59,"Edinburgh, UK",1,24.61,34.5,Yes
ALM000678,71,Male,2016,Bachelor,Engineering,Inactive,Yes,No,A,$250K-$500K,1,15.96,"Atlanta, USA",12,8026.51,96837.46,Yes
ALM000679,59,Female,2008,Master,Liberal Arts,Active,Yes,Yes,C+,$50K-$100K,1,37.6,"Charlotte, USA",7,445.38,3368.24,Yes
ALM000680,64,Male,2014,Master,Liberal Arts,Inactive,No,Yes,B+,$250K-$500K,2,19.7,"San Jose, USA",0,0.0,0.0,No
ALM000681,55,Male,1987,Professional,Business,Inactive,Yes,Yes,C,$100K-$150K,4,12.71,"Nagercoil, India",0,0.0,0.0,No
ALM000682,28,Female,2001,Master,Business,Active,Yes,Yes,C,$150K-$250K,4,34.31,"Nashville, USA",0,0.0,0.0,Yes
ALM000683,37,Female,2007,Bachelor,Engineering,Lost Contact,Yes,Yes,C+,$100K-$150K,2,7.58,"Adelaide, Australia",22,277.88,7121.83,Yes
ALM000684,52,Male,1981,Bachelor,Business,Active,Yes,No,C+,$100K-$150K,1,18.72,"Madrid, Spain",0,0.0,0.0,No
ALM000685,26,Female,1998,Bachelor,Business,Lost Contact,Yes,No,C,<$50K,0,70.87,"Quebec City, Canada",0,0.0,0.0,No
ALM000686,55,Female,1975,Professional,Law,Inactive,Yes,Yes,C+,$50K-$100K,4,1.76,"Atlanta, USA",0,0.0,0.0,No
ALM000687,41,Male,1982,PhD,Sciences,Inactive,Yes,No,B+,<$50K,0,49.6,"Miami, USA",25,1989.15,48591.12,Yes
ALM000688,39,Female,1973,Bachelor,Business,Inactive,Yes,Yes,C,$100K-$150K,2,72.9,"San Antonio, USA",0,0.0,0.0,No
ALM000689,55,Male,2011,Master,Sciences,Inactive,Yes,No,C,$50K-$100K,3,49.62,"Atlanta, USA",11,525.02,4395.74,No
ALM000690,51,Female,2008,Master,Computer Science,Lost Contact,Yes,Yes,D,$50K-$100K,2,42.18,"Kochi, India",0,0.0,0.0,No
ALM000691,39,Female,2024,Bachelor,Business,Inactive,Yes,Yes,A,$50K-$100K,4,31.2,"San Antonio, USA",0,0.0,0.0,No
ALM000692,62,Male,1972,Master,Engineering,Lost Contact,Yes,Yes,B,$150K-$250K,1,39.55,"Houston, USA",0,0.0,0.0,No
ALM000693,28,Male,1996,Bachelor,Computer Science,Active,Yes,Yes,B,$50K-$100K,1,22.84,"Calgary, Canada",4,1991.08,8858.91,Yes
ALM000694,54,Male,1972,PhD,Engineering,Inactive,Yes,Yes,Unknown,$50K-$100K,2,4.84,"Dallas, USA",24,85.29,1723.82,Yes
ALM000695,53,Male,2024,Bachelor,Computer Science,Active,Yes,Yes,C,$50K-$100K,4,11.48,"Kanchipuram, India",0,0.0,0.0,Yes
ALM000696,40,Male,1982,Bachelor,Business,Active,No,Yes,C+,$50K-$100K,6,16.6,"Tokyo, Japan",6,305.24,2222.08,Yes
ALM000697,49,Male,2010,Bachelor,Liberal Arts,Inactive,Yes,Yes,Unknown,$150K-$250K,5,18.43,"Madurai, India",20,109.09,2432.87,Yes
ALM000698,26,Female,1972,Bachelor,Sciences,Inactive,Yes,Yes,B+,$50K-$100K,2,43.26,"Adelaide, Australia",0,0.0,0.0,No
ALM000699,58,Male,2011,Bachelor,Engineering,Active,Yes,Yes,B,$50K-$100K,4,40.99,"New York, USA",0,0.0,0.0,No
ALM000700,42,Female,1986,Master,Business,Inactive,Yes,No,C,$150K-$250K,1,20.07,"San Jose, USA",0,0.0,0.0,No
ALM000701,37,Female,2000,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,C+,$150K-$250K,1,64.88,"Austin, USA",0,0.0,0.0,No
ALM000702,60,Male,2017,Master,Computer Science,Inactive,Yes,Yes,C+,$100K-$150K,1,17.1,"Mumbai, India",0,0.0,0.0,No
ALM000703,34,Female,2016,Bachelor,Sciences,Active,Yes,No,C,$150K-$250K,2,44.27,"Portland, USA",0,0.0,0.0,No
ALM000704,23,Male,2022,PhD,Medicine,Lost Contact,Yes,Yes,C,$150K-$250K,5,63.19,"Ottawa, Canada",19,240.4,5038.56,No
ALM000705,22,Male,2006,Bachelor,Engineering,Inactive,Yes,No,C,$100K-$150K,0,31.19,"Melbourne, Australia",0,0.0,0.0,No
ALM000706,54,Female,1974,Bachelor,Engineering,Active,Yes,Yes,C,$50K-$100K,1,57.63,"Singapore, Singapore",17,230.14,5664.79,Yes
ALM000707,25,Male,1981,Bachelor,Sciences,Inactive,Yes,No,C,$250K-$500K,3,11.25,"Ottawa, Canada",20,201.9,4049.41,Yes
ALM000708,71,Female,2023,Bachelor,Business,Active,Yes,Yes,B+,$50K-$100K,5,31.9,"Abu Dhabi, UAE",21,207.78,4634.74,Yes
ALM000709,22,Female,1994,Bachelor,Business,Active,Yes,Yes,C,$150K-$250K,4,49.98,"Chicago, USA",0,0.0,0.0,Yes
ALM000710,70,Female,1988,PhD,Liberal Arts,Active,Yes,Yes,C,$50K-$100K,3,14.28,"San Francisco, USA",7,520.59,4544.47,Yes
ALM000711,48,Female,1997,Bachelor,Education,Inactive,No,No,C,$100K-$150K,3,16.02,"Surat, India",0,0.0,0.0,No
ALM000712,43,Female,2007,Bachelor,Engineering,Inactive,Yes,No,B,$150K-$250K,1,30.74,"Houston, USA",5,1444.81,6196.17,Yes
ALM000713,36,Male,1972,Master,Engineering,Inactive,Yes,Yes,B,$100K-$150K,4,11.82,"Manchester, UK",0,0.0,0.0,Yes
ALM000714,50,Male,1985,Bachelor,Computer Science,Inactive,Yes,No,C,$100K-$150K,2,30.76,"San Diego, USA",7,494.95,3116.32,Yes
ALM000715,44,Female,1981,Master,Engineering,Inactive,Yes,No,B,$50K-$100K,0,41.14,"Vancouver, Canada",0,0.0,0.0,No
ALM000716,61,Male,1997,Master,Business,Active,Yes,Yes,Unknown,$150K-$250K,2,15.82,"Perth, Australia",3,185.47,476.07,Yes
ALM000717,46,Male,2019,Master,Computer Science,Active,Yes,Yes,A,$50K-$100K,1,40.03,"Edmonton, Canada",0,0.0,0.0,Yes
ALM000718,47,Male,2018,Bachelor,Engineering,Active,Yes,Yes,B+,$250K-$500K,2,34.21,"Houston, USA",0,0.0,0.0,Yes
ALM000719,39,Female,2017,Bachelor,Engineering,Inactive,Yes,No,B+,<$50K,3,20.91,"Minneapolis, USA",6,1384.03,10573.05,No
ALM000720,44,Male,1993,Bachelor,Business,Lost Contact,No,Yes,B,$100K-$150K,0,44.34,"Madurai, India",0,0.0,0.0,No
ALM000721,49,Female,2005,Bachelor,Engineering,Active,Yes,No,D,$100K-$150K,2,18.11,"San Jose, USA",0,0.0,0.0,No
ALM000722,22,Male,2022,Bachelor,Sciences,Lost Contact,Yes,Yes,B,$50K-$100K,2,13.31,"Charlotte, USA",0,0.0,0.0,No
ALM000723,24,Male,2000,Master,Engineering,Active,Yes,No,C+,$150K-$250K,2,35.09,"Montreal, Canada",0,0.0,0.0,No
ALM000724,56,Male,2017,Bachelor,Business,Lost Contact,Yes,Yes,C+,$50K-$100K,2,39.19,"Denver, USA",0,0.0,0.0,No
ALM000725,47,Male,1994,Bachelor,Liberal Arts,Inactive,Yes,Yes,D,$50K-$100K,2,55.66,"Ambur, India",21,39.17,701.82,Yes
ALM000726,42,Female,1989,Bachelor,Education,Inactive,Yes,Yes,B,$150K-$250K,2,43.51,"Portland, USA",23,1055.21,27661.67,Yes
ALM000727,45,Male,1999,Bachelor,Medicine,Active,Yes,No,D,$50K-$100K,3,28.21,"Atlanta, USA",0,0.0,0.0,No
ALM000728,50,Male,1983,Bachelor,Computer Science,Inactive,Yes,Yes,C+,$150K-$250K,2,23.99,"Victoria, Canada",9,271.32,3110.93,Yes
ALM000729,36,Female,2018,Master,Liberal Arts,Active,Yes,Yes,B,<$50K,1,29.84,"Mysore, India",11,2182.84,25559.71,Yes
ALM000730,33,Female,1993,Bachelor,Business,Inactive,No,Yes,C+,<$50K,2,28.89,"Austin, USA",5,321.74,2088.45,Yes
ALM000731,47,Male,1982,PhD,Sciences,Inactive,Yes,Yes,B,<$50K,1,9.65,"Ambur, India",3,1631.77,6044.6,Yes
ALM000732,30,Male,2019,Master,Business,Inactive,Yes,Yes,B,<$50K,2,59.95,"Houston, USA",0,0.0,0.0,Yes
ALM000733,51,Female,2018,PhD,Computer Science,Inactive,Yes,No,B+,>$500K,1,55.23,"San Francisco, USA",0,0.0,0.0,No
ALM000734,22,Female,2011,Bachelor,Engineering,Active,Yes,No,D,<$50K,3,56.27,"Hosur, India",0,0.0,0.0,Yes
ALM000735,60,Male,1999,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,C+,<$50K,1,24.96,"Coimbatore, India",0,0.0,0.0,No
ALM000736,52,Male,1976,Bachelor,Business,Active,Yes,Yes,B,<$50K,2,13.24,"Hosur, India",0,0.0,0.0,No
ALM000737,48,Male,2021,PhD,Business,Inactive,Yes,Yes,C+,$100K-$150K,2,13.28,"Vellore, India",15,422.03,6511.67,Yes
ALM000738,59,Male,1993,Master,Sciences,Inactive,Yes,Yes,C+,$50K-$100K,4,43.36,"Nagpur, India",3,277.86,929.83,Yes
ALM000739,69,Female,2001,Master,Sciences,Active,Yes,No,C,$100K-$150K,3,21.17,"Chengdu, China",9,421.21,4608.63,Yes
ALM000740,60,Female,2015,Bachelor,Engineering,Active,No,Yes,C,$50K-$100K,1,30.41,"San Jose, USA",0,0.0,0.0,Yes
ALM000741,22,Male,1991,Bachelor,Law,Active,Yes,Yes,B+,<$50K,1,29.57,"Pollachi, India",0,0.0,0.0,No
ALM000742,25,Female,1994,Bachelor,Business,Active,Yes,Yes,A,$50K-$100K,3,38.74,"Washington DC, USA",12,1830.92,21435.4,Yes
ALM000743,35,Male,1978,Bachelor,Medicine,Inactive,Yes,Yes,A,$150K-$250K,1,6.7,"Phoenix, USA",4,2234.7,10764.77,Yes
ALM000744,45,Male,2014,Bachelor,Liberal Arts,Active,Yes,Yes,A,$150K-$250K,1,17.8,"Stockholm, Sweden",4,11653.99,46636.53,Yes
ALM000745,52,Male,1979,Bachelor,Sciences,Inactive,Yes,No,B,$100K-$150K,3,50.5,"Atlanta, USA",0,0.0,0.0,No
ALM000746,34,Male,1992,Master,Education,Active,Yes,Yes,B,$50K-$100K,2,5.39,"Shenzhen, China",2,2048.77,3261.39,Yes
ALM000747,47,Female,1974,PhD,Computer Science,Inactive,Yes,Yes,Unknown,$100K-$150K,4,5.49,"Nashville, USA",20,165.9,3777.62,Yes
ALM000748,33,Male,1983,Master,Engineering,Inactive,Yes,No,A+,<$50K,0,36.17,"Boston, USA",0,0.0,0.0,No
ALM000749,35,Male,2004,Master,Engineering,Lost Contact,Yes,Yes,C,$50K-$100K,2,7.36,"New York, USA",2,146.35,262.95,Yes
ALM000750,23,Female,1973,Professional,Business,Active,Yes,No,C+,$50K-$100K,3,47.53,"Sharjah, UAE",0,0.0,0.0,Yes
ALM000751,31,Female,2007,Bachelor,Business,Inactive,Yes,No,B+,<$50K,3,16.18,"Winnipeg, Canada",0,0.0,0.0,Yes
ALM000752,24,Female,1998,Bachelor,Sciences,Active,No,No,Unknown,$250K-$500K,2,61.1,"Dallas, USA",22,133.19,3201.59,Yes
ALM000753,30,Female,1996,Master,Sciences,Active,Yes,Yes,D,$50K-$100K,3,61.2,"Detroit, USA",0,0.0,0.0,No
ALM000754,60,Male,2020,Bachelor,Business,Inactive,Yes,Yes,B+,$150K-$250K,1,33.16,"Boston, USA",15,1580.59,30364.71,No
ALM000755,30,Female,2023,Bachelor,Liberal Arts,Inactive,Yes,No,B,$50K-$100K,1,46.19,"Kuala Lumpur, Malaysia",20,945.6,20813.41,No
ALM000756,84,Female,2016,Bachelor,Sciences,Active,Yes,Yes,B+,$150K-$250K,1,19.26,"Xi'an, China",25,2236.13,57599.43,Yes
ALM000757,52,Female,2004,Bachelor,Liberal Arts,Active,Yes,Yes,B,$150K-$250K,4,27.06,"Portland, USA",0,0.0,0.0,No
ALM000758,47,Female,1985,Bachelor,Sciences,Inactive,Yes,Yes,B+,<$50K,3,59.09,"Thanjavur, India",0,0.0,0.0,No
ALM000759,32,Male,1978,Bachelor,Business,Inactive,Yes,Yes,B,<$50K,2,6.72,"Austin, USA",0,0.0,0.0,Yes
ALM000760,55,Female,2018,Bachelor,Liberal Arts,Active,Yes,Yes,C+,$250K-$500K,2,34.56,"Perth, Australia",1,511.22,524.74,Yes
ALM000761,36,Male,2005,Bachelor,Law,Lost Contact,Yes,Yes,B,$100K-$150K,2,63.71,"Vancouver, Canada",16,1827.51,24497.27,Yes
ALM000762,46,Male,1994,PhD,Business,Inactive,No,Yes,C+,$50K-$100K,1,17.35,"Thanjavur, India",0,0.0,0.0,Yes
ALM000763,83,Male,2022,Professional,Sciences,Active,Yes,Yes,A+,$50K-$100K,4,3.02,"Jacksonville, USA",0,0.0,0.0,No
ALM000764,43,Female,2022,Master,Business,Inactive,Yes,Yes,C,$150K-$250K,3,14.14,"Amsterdam, Netherlands",24,399.89,7917.36,Yes
ALM000765,62,Male,2007,Professional,Business,Active,Yes,Yes,Unknown,$50K-$100K,3,9.83,"Victoria, Canada",24,211.87,6925.46,Yes
ALM000766,34,Female,1974,Bachelor,Law,Active,Yes,Yes,Unknown,$150K-$250K,0,12.45,"Liverpool, UK",3,51.96,194.85,Yes
ALM000767,44,Male,1982,Master,Sciences,Lost Contact,Yes,Yes,B+,$100K-$150K,5,37.46,"Surat, India",1,158.6,177.64,Yes
ALM000768,71,Female,1989,Bachelor,Law,Active,Yes,Yes,B,$100K-$150K,1,10.24,"Minneapolis, USA",0,0.0,0.0,No
ALM000769,35,Male,1985,Master,Education,Inactive,No,Yes,Unknown,$50K-$100K,1,18.84,"Jacksonville, USA",23,186.0,3864.15,Yes
ALM000770,72,Female,2000,Bachelor,Engineering,Active,Yes,Yes,B+,<$50K,1,29.71,"Nagpur, India",0,0.0,0.0,No
ALM000771,55,Female,2015,Master,Education,Active,No,Yes,C+,$100K-$150K,3,12.59,"Cairo, Egypt",0,0.0,0.0,Yes
ALM000772,36,Male,2007,Bachelor,Engineering,Active,No,Yes,C,$100K-$150K,1,17.52,"Raleigh, USA",0,0.0,0.0,Yes
ALM000773,54,Male,1982,Bachelor,Engineering,Inactive,Yes,Yes,A+,<$50K,2,23.72,"Houston, USA",6,4887.58,32272.49,No
ALM000774,59,Female,1989,Master,Sciences,Inactive,No,Yes,A,<$50K,2,20.12,"Portland, USA",6,3375.21,19219.86,Yes
ALM000775,54,Female,2004,Master,Business,Active,Yes,Yes,B+,$250K-$500K,1,21.64,"Denver, USA",15,737.76,8670.18,Yes
ALM000776,22,Female,1977,Bachelor,Medicine,Inactive,Yes,Yes,C+,$100K-$150K,4,22.16,"Los Angeles, USA",11,459.86,6156.26,Yes
ALM000777,34,Male,1998,Master,Liberal Arts,Inactive,No,Yes,A+,$150K-$250K,2,54.82,"Jacksonville, USA",0,0.0,0.0,No
ALM000778,41,Female,1998,Bachelor,Business,Inactive,Yes,No,C+,<$50K,2,10.94,"Thanjavur, India",22,424.61,12926.35,Yes
ALM000779,43,Male,1999,Master,Engineering,Active,Yes,No,B+,$50K-$100K,4,35.04,"Seattle, USA",0,0.0,0.0,No
ALM000780,54,Female,2007,Bachelor,Business,Active,Yes,Yes,D,$100K-$150K,2,29.06,"Phoenix, USA",0,0.0,0.0,No
ALM000781,47,Female,1990,Master,Business,Lost Contact,Yes,Yes,C+,<$50K,5,34.77,"Nashville, USA",3,498.51,1240.95,Yes
ALM000782,24,Male,1981,Bachelor,Engineering,Inactive,Yes,Yes,A,$50K-$100K,1,51.82,"San Francisco, USA",0,0.0,0.0,No
ALM000783,50,Female,2020,PhD,Sciences,Active,Yes,Yes,C+,$100K-$150K,1,62.39,"Charlotte, USA",0,0.0,0.0,Yes
ALM000784,54,Female,2020,Bachelor,Education,Inactive,Yes,Yes,C+,$150K-$250K,5,22.06,"Montreal, Canada",5,263.32,1873.28,Yes
ALM000785,53,Female,2009,Bachelor,Business,Active,Yes,Yes,B,$50K-$100K,4,22.23,"Chengdu, China",25,1085.82,29838.2,Yes
ALM000786,61,Male,2012,Bachelor,Business,Active,No,No,B,$150K-$250K,1,45.51,"Minneapolis, USA",0,0.0,0.0,No
ALM000787,57,Male,1993,Bachelor,Engineering,Active,Yes,Yes,Unknown,<$50K,5,58.71,"Karur, India",4,141.48,593.04,Yes
ALM000788,51,Female,2022,Bachelor,Business,Inactive,Yes,Yes,B,$50K-$100K,0,28.14,"Guangzhou, China",1,1298.22,1400.15,Yes
ALM000789,43,Male,2016,Master,Business,Inactive,Yes,Yes,C,$50K-$100K,2,59.48,"Utrecht, Netherlands",0,0.0,0.0,No
ALM000790,22,Male,1990,Bachelor,Business,Active,Yes,Yes,C,$100K-$150K,1,17.77,"Los Angeles, USA",0,0.0,0.0,No
ALM000791,51,Female,1990,Bachelor,Liberal Arts,Lost Contact,Yes,Yes,C+,$100K-$150K,4,11.49,"Austin, USA",22,486.46,12217.22,Yes
ALM000792,48,Male,1981,Bachelor,Engineering,Inactive,Yes,Yes,Unknown,$50K-$100K,1,15.22,"Nice, France",10,130.21,1399.02,Yes
ALM000793,49,Female,1972,Bachelor,Engineering,Inactive,Yes,Yes,C,$100K-$150K,1,38.48,"Cape Town, South Africa",0,0.0,0.0,Yes
ALM000794,25,Male,1983,Bachelor,Law,Active,Yes,Yes,A+,$150K-$250K,3,56.76,"Hangzhou, China",0,0.0,0.0,Yes
ALM000795,28,Male,1983,Master,Computer Science,Lost Contact,No,Yes,C+,$50K-$100K,0,54.59,"Karur, India",1,160.62,187.33,Yes
ALM000796,60,Female,2011,Bachelor,Business,Inactive,Yes,No,A,$100K-$150K,2,45.37,"Ottawa, Canada",10,2848.35,34698.12,Yes
ALM000797,44,Female,2019,Bachelor,Liberal Arts,Inactive,Yes,Yes,B,$50K-$100K,1,47.95,"Liverpool, UK",0,0.0,0.0,Yes
ALM000798,55,Female,1985,Bachelor,Liberal Arts,Lost Contact,Yes,No,B+,$100K-$150K,0,61.85,"Singapore, Singapore",0,0.0,0.0,Yes
ALM000799,45,Female,2024,PhD,Sciences,Inactive,Yes,Yes,C,$150K-$250K,0,10.99,"Seattle, USA",6,147.42,914.56,Yes
ALM000800,45,Female,2001,Master,Computer Science,Inactive,Yes,No,B,$100K-$150K,3,8.3,"Denver, USA",1,1086.22,1109.73,Yes
ALM000801,59,Male,1993,Professional,Business,Lost Contact,Yes,Yes,Unknown,$50K-$100K,2,18.53,"Seattle, USA",12,159.29,1876.11,Yes
ALM000802,37,Male,2023,Bachelor,Sciences,Active,Yes,Yes,B+,$150K-$250K,3,33.76,"Toulouse, France",0,0.0,0.0,Yes
ALM000803,46,Male,1992,PhD,Computer Science,Active,Yes,Yes,B,$250K-$500K,3,23.69,"Incheon, South Korea",0,0.0,0.0,Yes
ALM000804,38,Female,2024,Master,Sciences,Lost Contact,No,Yes,C+,<$50K,1,58.65,"San Diego, USA",11,436.01,4413.59,Yes
ALM000805,38,Male,1986,PhD,Law,Inactive,Yes,Yes,C+,$100K-$150K,4,22.23,"Erode, India",20,191.69,4080.54,Yes
